p_id,name,price,colour,brand,ratingCount,avg_rating,description,Washable,Dryable,Availabilitystatus
15690790,Puma Women Blue Solid Evide Unitard Jumpsuit,31.2,Blue,Puma,3,3.6667,PRODUCT DETAILS :Tight fit Scoop neck Silver PUMA Cat Logo metallic print on the front Cotton and elastane jersey PRODUCT STORY :This one-piece wonder is the simple way to achieve a fresh new look. With a strappy scoop neck and figure-hugging fit it is the ultimate throw-on-and-go fashion piece.Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
18257264,MANGO Women Blue Wide Leg Low-Rise Slash Knee Stretchable Jeans,37.4,Blue,MANGO,3,3.6667,Light shade no fade blue jeans Wide leg low-rise Slash knee Stretchable 5 pocket Length: regular Fit: Wide Leg Stretchable The model (height 5'8) is wearing a size 2880% cotton 20% recycled cotton Machine wash,yes,yes,available
13237998,Anouk Women Off White Pure Cotton Ethnic Motifs Print Layered Top with Palazzos,33.3,Off White,Anouk,101,3.6733,"Off white and beige printed clothing set consisits of a layered Top and Palazzos Top design: Off white and golden top Ethnic motifs printed Regular shape Keyhole neck sleeveless Layered Jacket design:Off white and golden jacket Ehnic motifs printed A-line shape Three-quarter sleeves Front open Palazzos design: Beige Solid Palazzos Partially elasticated waistband Slip-on closure Two pockets The model (height 5'8"") is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash",yes,no,unavailable
14663998,Anouk Women Black Ethnic Motifs Printed Pure Cotton Kurta with Palazzos,16.7,Black,Anouk,363,3.686,Black printed Kurta with Palazzos Kurta design: Ethnic motifs printed Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Pure cotton machine weave fabric Palazzos design: Solid Palazzos Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,no,available
14925560,Anouk Women Black Solid Regular Pure Cotton Kurta with Trousers,18.7,Black,Anouk,214,3.6869,Black solid Kurta with Trousers Kurta design: Solid Straight shape Regular style Round neck three-quarter regular sleeves Above knee length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,no,unavailable
15582372,Anouk Women Blue & White Ethnic Motifs Printed Kurta,20.8,Blue,Anouk,13,3.6923,"Colour: blue and white Ethnic motifs printed Round neck Three-quarter regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular viscose rayon 100% Viscose rayon Machine wash Size worn by the model: SChest: 32""Height: 5'7""",yes,yes,unavailable
17607930,MANGO Women Green Solid Cropped Trousers,29.1,Green,MANGO,13,3.6923,Green woven trousers Regular fit Mid-rise Length: cropped Pattern: solid Pleated design Feature: plain 2 pockets Fit: Regular Fit The model (height 5'8) is wearing a size 2880% Viscose 20% Lyocell Machine wash,yes,yes,available
13238030,Anouk Women Mustard Kurta,10.4,Mustard,Anouk,336,3.6964,Colour: mustard and Solid V-neck Three-quarter sleeves puff sleeves A-line shape with regular style Calf length with high-low hem Machine weave regular viscose rayon Viscose rayon Machine wash The model (height 5'8) is wearing a size S,yes,no,available
14340724,MANGO Mustard Yellow Linen Blend Layered Flared Skirt,31.1,Mustard,MANGO,20,3.7,"Mustard yellow solid high rise layered flared skirt has smocked waistband with slip-on closure attached lining Material: 55% Linen and 45% Viscose Rayon Lining: 100% Cotton Machine-wash The model (height 6"") is wearing size S",yes,yes,available
2073169,Pepe Jeans Women Blue Frisky Skinny Fit Low-Rise Clean Look Stretchable Jeans,27.1,Blue,Pepe Jeans,7,3.7143,"Blue medium wash 5-pocket low-rise jeans clean look with light fade has a zip fly closure waistband with belt loops 98% cotton and 2% elastane Machine-wash Lola fit: skinny fit Stretchable The model (height 5'8"") is wearing a size 28",yes,yes,unavailable
15736262,Anouk Burgundy & Pink Ombre Accordion Pleated Saree,35.4,Burgundy,Anouk,28,3.7143,Design Details Burgundy and pink saree Ombre solid saree with no border The saree comes with an unstitched blouse piece,no,no,available
17093944,Anouk Women Pink Pure Cotton Solid Kurta,17.7,Pink,Anouk,58,3.7241,"Colour: pink Solid Round neck Three-quarter regular sleeves Straight shape with pleated style Calf length with straight hem Button closures Machine weave regular cotton 100% Cotton Machine wash Size worn by the model: SChest: 32.5''Height: 5'7""",yes,no,available
11873904,MANGO Women Dusty Pink Solid Double-Breasted Formal Blazer,68.6,Pink,MANGO,29,3.7241,Dusty pink solid double-breasted formal blazer has a notched lapel collar long sleeves two pockets button closure straight hem with single vented back hem and an attached lining Regular fit The model (height 5'8'') is wearing a size SShell: 70% modal 30% polyester Lining: 100% polyester Hand-wash,no,no,unavailable
12290120,MANGO Women Orange Satin Finish Flared Basic Jumpsuit,83.2,Orange,MANGO,11,3.7273,Orange satin finish solid flared basic leg jumpsuit with gathered and pleated detail concealed zip closure has mock neck has a lining and sleeveless The model (height 5'8'') is wearing a size XS 87% polyester 13% polyamide Lining: 100% polyester Machine Wash,yes,no,available
16708028,MANGO Women Navy Blue Solid Straight Fit Jeans,37.4,Navy Blue,MANGO,46,3.7391,Medium shade no fade navy blue jeans Straight fit mid-rise Clean look Non stretchable 5 pocket Length: regular Fit: Straight Fit Non Stretchable The model (height 5'8) is wearing a size 2880% Cotton  20% Recycled Cotton Machine wash,yes,yes,available
15630118,H&M Women Beige V-Neck Sweater Vest,13.5,Beige,H&M,8,3.75,Beige solid sweater vest has a v-neck sleeveless straight hem Acrylic Hand wash The model (height 5'8) is wearing a size S,no,yes,available
14122790,Anouk Turquoise Blue & Silver Geometric Woven Design Pure Cotton Top,14.6,Turquoise Blue,Anouk,70,3.7571,Turquoise blue and silver regular top Geometric woven design V-neck Three-quarter flared sleeves Woven 100% Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
13238450,Anouk Women Pink & Off White Striped A-Line Kurta,23.9,Pink,Anouk,611,3.7594,Colour: pink and off whitestriped A-Line panelled kurtaround neck Three-quarter sleeves Knee length with flared hemtie-up at the back  100% Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
14444602,Anouk Orange & Yellow Ethnic Motifs Pure Georgette Saree,13.5,Orange,Anouk,47,3.766,Design Details Orange and yellow saree Ethnic motifs printed saree with woven design border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like. blouse piece Saree fabric: Pure Georgette Blouse fabric: Pure Georgette Dry clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),no,yes,available
